iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
TJK,Asia,Tajikistan,1/10/2021,13707,1,4.714,91,0,0,1405.9,0.103,0.484,9.334,0,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/11/2021,13708,1,4.571,91,0,0,1406.003,0.103,0.469,9.334,0,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/12/2021,13709,1,3.286,91,0,0,1406.105,0.103,0.337,9.334,0,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/13/2021,13710,1,2.143,91,0,0,1406.208,0.103,0.22,9.334,0,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/14/2021,13711,1,1.429,91,0,0,1406.31,0.103,0.147,9.334,0,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/15/2021,13711,0,0.857,91,0,0,1406.31,0,0.088,9.334,0,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/16/2021,13711,0,0.714,91,0,0,1406.31,0,0.073,9.334,0,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/17/2021,13714,3,1,91,0,0,1406.618,0.308,0.103,9.334,0,0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/18/2021,13714,0,0.857,91,0,0,1406.618,0,0.088,9.334,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/19/2021,13714,0,0.714,91,0,0,1406.618,0,0.073,9.334,0,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/20/2021,13714,0,0.571,91,0,0,1406.618,0,0.059,9.334,0,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/21/2021,13714,0,0.429,91,0,0,1406.618,0,0.044,9.334,0,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/22/2021,13714,0,0.429,91,0,0,1406.618,0,0.044,9.334,0,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.15,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/23/2021,13714,0,0.429,91,0,0,1406.618,0,0.044,9.334,0,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/24/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/25/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/26/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/27/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/28/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/29/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/30/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.04,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,1/31/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/1/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/2/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/3/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/4/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/5/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/6/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/7/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/8/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/9/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/10/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/11/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/12/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/13/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/14/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/15/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/16/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/17/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/18/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/19/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/20/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/21/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/22/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/23/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/24/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/25/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/26/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/27/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,2/28/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/1/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/2/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/3/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/4/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/5/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/6/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/7/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/8/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/9/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/10/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/11/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/12/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/13/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/14/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/15/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/16/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/17/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/18/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/19/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/20/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/21/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/22/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/23/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/24/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/25/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/26/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/27/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/28/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/29/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/30/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,3/31/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,4/1/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,4/2/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,4/3/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,4/4/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,4/5/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,4/6/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,4/7/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,4/8/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
TJK,Asia,Tajikistan,4/9/2021,13714,0,0,91,0,0,1406.618,0,0,9.334,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,9749625,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,
