AFG,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
OWID_CYN,Asia,Northern Cyprus,6/5/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,,,,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194782,108923,85859,,,2098,50.96,28.5,22.46,,5489,1079,0.282,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113,,,,,5528,1075,0.281,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129,,,,,5570,1071,0.28,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,6/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144,,,,,5609,1067,0.279,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159,,,,,5648,1062,0.278,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175,,,,,5690,1058,0.277,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190,,,,,5730,1054,0.276,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/5/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,7/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/5/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,,,,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302854,160361,142493,,,2206,79.23,41.95,37.28,,5771,1050,0.275,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531,,,,,6622,1127,0.295,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857,,,,,7475,1204,0.315,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3182,,,,,8325,1281,0.335,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508,,,,,9178,1359,0.356,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3833,,,,,10028,1436,0.376,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4159,,,,,10881,1513,0.396,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,8/31/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/5/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/17/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/18/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/19/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/20/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/21/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/22/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/23/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/24/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/26/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491206,227155,223142,40909,,4485,128.51,59.43,58.38,10.7,11734,1590,0.416,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/27/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4145,,,,,10844,1627,0.426,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/28/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806,,,,,9957,1664,0.435,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/29/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467,,,,,9070,1700,0.445,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,9/30/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128,,,,,8184,1737,0.454,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2789,,,,,7297,1774,0.464,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,,,,,6410,1810,0.474,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/3/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/5/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/9/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/10/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/11/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
OWID_CYN,Asia,Northern Cyprus,10/15/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,,,,5520,1847,0.483,,,,,,,,,,,,,,,,,,,,
