iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
ARG,South America,Argentina,1/1/2020,,,,,,,,,,,,,,,,,,,,,,4,4,0,0,,,,,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/2/2020,,,,,,,,,,,,,,,,,,,,,,99,95,0.002,0.002,,,,,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/3/2020,,,,,,,,,,,,,,,,,,,,,,104,5,0.002,0,,,,,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/4/2020,,,,,,,,,,,,,,,,,,,,,,180,76,0.004,0.002,,,,,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/5/2020,,,,,,,,,,,,,,,,,,,,,,194,14,0.004,0,,,,,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/6/2020,,,,,,,,,,,,,,,,,,,,,,248,54,0.005,0.001,,,,,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/7/2020,,,,,,,,,,,,,,,,,,,,,,279,31,0.006,0.001,,,0.168,6,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/8/2020,,,,,,,,,,,,,,,,,,,,,,284,5,0.006,0,40,0.001,0.164,6.1,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/9/2020,,,,,,,,,,,,,,,,,,,,,,285,1,0.006,0,27,0.001,0.14,7.1,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/10/2020,,,,,,,,,,,,,,,,,,,,,,364,79,0.008,0.002,37,0.001,0.104,9.6,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/11/2020,,,,,,,,,,,,,,,,,,,,,,365,1,0.008,0,26,0.001,0.103,9.7,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/12/2020,,,,,,,,,,,,,,,,,,,,,,405,40,0.009,0.001,30,0.001,0.076,13.2,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/13/2020,,,,,,,,,,,,,,,,,,,,,,408,3,0.009,0,23,0.001,0.05,20,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/14/2020,,,,,,,,,,,,,,,,,,,,,,410,2,0.009,0,19,0,0.038,26.3,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/15/2020,,,,,,,,,,,,,,,,,,,,,,476,66,0.01,0.001,27,0.001,0.026,38.5,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/16/2020,,,,,,,,,,,,,,,,,,,,,,478,2,0.01,0,28,0.001,0.026,38.5,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/17/2020,,,,,,,,,,,,,,,,,,,,,,484,6,0.011,0,17,0,0.042,23.8,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/18/2020,,,,,,,,,,,,,,,,,,,,,,487,3,0.011,0,17,0,0.049,20.4,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/19/2020,,,,,,,,,,,,,,,,,,,,,,531,44,0.012,0.001,18,0,0.111,9,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/20/2020,,,,,,,,,,,,,,,,,,,,,,536,5,0.012,0,18,0,0.117,8.5,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/21/2020,,,,,,,,,,,,,,,,,,,,,,537,1,0.012,0,18,0,0.118,8.5,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/22/2020,,,,,,,,,,,,,,,,,,,,,,539,2,0.012,0,9,0,0.222,4.5,tests performed,,,,,,,,,,,,,,0,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/23/2020,,,,,,,,,,,,,,,,,,,,,,540,1,0.012,0,9,0,0.226,4.4,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/24/2020,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/26/2020,,,,,,,,,,,,,,,,,,,,,,542,2,0.012,0,2,0,0.241,4.1,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/27/2020,,,,,,,,,,,,,,,,,,,,,,563,21,0.012,0,4,0,0.184,5.4,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/28/2020,,,,,,,,,,,,,,,,,,,,,,564,1,0.012,0,4,0,0.152,6.6,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/29/2020,,,,,,,,,,,,,,,,,,,,,,567,3,0.012,0,4,0,0.161,6.2,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/30/2020,,,,,,,,,,,,,,,,,,,,,,586,19,0.013,0,7,0,0.163,6.1,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,1/31/2020,,,,,,,,,,,,,,,,,,,,,,588,2,0.013,0,7,0,0.163,6.1,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,-773.3,-2.94,-2.94,-16.95616808
ARG,South America,Argentina,2/1/2020,,,,,,,,,,,,,,,,,,,,,,625,37,0.014,0.001,12,0,0.094,10.6,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/2/2020,,,,,,,,,,,,,,,,,,,,,,628,3,0.014,0,12,0,0.116,8.6,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/4/2020,,,,,,,,,,,,,,,,,,,,,,629,1,0.014,0,9,0,0.138,7.2,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/5/2020,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/9/2020,,,,,,,,,,,,,,,,,,,,,,630,1,0.014,0,0,0,0.095,10.5,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/10/2020,,,,,,,,,,,,,,,,,,,,,,635,5,0.014,0,1,0,0.5,2,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/11/2020,,,,,,,,,,,,,,,,,,,,,,639,4,0.014,0,1,0,0.364,2.7,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/12/2020,,,,,,,,,,,,,,,,,,,,,,646,7,0.014,0,2,0,0.222,4.5,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/13/2020,,,,,,,,,,,,,,,,,,,,,,647,1,0.014,0,3,0,0.222,4.5,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/14/2020,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/17/2020,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/18/2020,,,,,,,,,,,,,,,,,,,,,,648,1,0.014,0,1,0,0.263,3.8,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/19/2020,,,,,,,,,,,,,,,,,,,,,,649,1,0.014,0,0,0,0.3,3.3,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/20/2020,,,,,,,,,,,,,,,,,,,,,,651,2,0.014,0,1,0,0.286,3.5,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/21/2020,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/22/2020,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/24/2020,,,,,,,,,,,,,,,,,,,,,,652,1,0.014,0,1,0,0.353,2.8,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/25/2020,,,,,,,,,,,,,,,,,,,,,,673,21,0.015,0,4,0,0.118,8.5,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/26/2020,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/27/2020,,,,,,,,,,,,,,,,,,,,,,678,5,0.015,0,4,0,0.097,10.3,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/28/2020,,,,,,,,,,,,,,,,,,,,,,689,11,0.015,0,5,0,0.049,20.4,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,2/29/2020,,,,,,,,,,,,,,,,,,,,,,690,1,0.015,0,6,0,0.024,41.7,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,-297.4,-0.59,2,-6.521097098
ARG,South America,Argentina,3/1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/2/2020,,,,,,,,,,,,,,,,,,,,,,696,6,0.015,0,6,0,0.022,45.5,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/3/2020,1,1,,,,,0.022,0.022,,,,,,,,,,,,,,704,8,0.015,0,4,0,0.019,52.6,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/4/2020,1,0,,,,,0.022,0,,,,,,,,,,,,,,710,6,0.016,0,5,0,0.027,37,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/5/2020,1,0,,,,,0.022,0,,,,,,,,,,,,,,717,7,0.016,0,6,0,0.023,43.5,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/6/2020,2,1,,,,,0.044,0.022,,,,,,,,,,,,,,729,12,0.016,0,6,0,0.176,5.7,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/7/2020,8,6,,,,,0.175,0.132,,,,,,,,,,,,,,738,9,0.016,0,7,0,0.204,4.9,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/8/2020,12,4,,1,1,,0.263,0.088,,0.022,0.022,,,,,,,,,,,767,29,0.017,0.001,11,0,0.169,5.9,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/9/2020,12,0,1.714,1,0,,0.263,0,0.038,0.022,0,,,,,,,,,,,781,14,0.017,0,12,0,0.235,4.3,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/10/2020,17,5,2.286,1,0,,0.373,0.11,0.05,0.022,0,,,,,,,,,,,818,37,0.018,0.001,16,0,0.246,4.1,tests performed,,,,,,,,,,,,,,11.11,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/11/2020,19,2,2.571,1,0,,0.417,0.044,0.056,0.022,0,,,,,,,,,,,853,35,0.019,0.001,20,0,0.231,4.3,tests performed,,,,,,,,,,,,,,25,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/12/2020,19,0,2.571,1,0,,0.417,0,0.056,0.022,0,,,,,,,,,,,900,47,0.02,0.001,26,0.001,0.246,4.1,tests performed,,,,,,,,,,,,,,25,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/13/2020,31,12,4.143,2,1,,0.68,0.263,0.091,0.044,0.022,,,,,,,,,,,988,88,0.022,0.002,37,0.001,0.17,5.9,tests performed,,,,,,,,,,,,,,25,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/14/2020,34,3,3.714,2,0,0.286,0.746,0.066,0.081,0.044,0,0.006,,,,,,,,,,1037,49,0.023,0.001,43,0.001,0.167,6,tests performed,,,,,,,,,,,,,,25,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/15/2020,45,11,4.714,2,0,0.143,0.987,0.241,0.103,0.044,0,0.003,,,,,,,,,,1119,82,0.025,0.002,50,0.001,0.165,6.1,tests performed,,,,,,,,,,,,,,25,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/16/2020,56,11,6.286,2,0,0.143,1.228,0.241,0.138,0.044,0,0.003,,,,,,,,,,1225,106,0.027,0.002,63,0.001,0.142,7,tests performed,,,,,,,,,,,,,,41.67,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/17/2020,68,12,7.286,2,0,0.143,1.491,0.263,0.16,0.044,0,0.003,,,,,,,,,,1354,129,0.03,0.003,77,0.002,0.138,7.2,tests performed,,,,,,,,,,,,,,41.67,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/18/2020,79,11,8.571,2,0,0.143,1.732,0.241,0.188,0.044,0,0.003,,,,,,,,,,1557,203,0.034,0.004,101,0.002,0.151,6.6,tests performed,,,,,,,,,,,,,,41.67,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/19/2020,97,18,11.143,3,1,0.286,2.127,0.395,0.244,0.066,0.022,0.006,,,,,,,,,,1709,152,0.037,0.003,116,0.003,0.151,6.6,tests performed,,,,,,,,,,,,,,75,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/20/2020,128,31,13.857,3,0,0.143,2.807,0.68,0.304,0.066,0,0.003,,,,,,,,,,1941,232,0.043,0.005,136,0.003,0.156,6.4,tests performed,,,,,,,,,,,,,,88.89,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/21/2020,158,30,17.714,4,1,0.286,3.464,0.658,0.388,0.088,0.022,0.006,2.35,,,,,,,,,2264,323,0.05,0.007,175,0.004,0.178,5.6,tests performed,,,,,,,,,,,,,,88.89,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/22/2020,266,108,31.571,4,0,0.286,5.833,2.368,0.692,0.088,0,0.006,2.37,,,,,,,,,2511,247,0.055,0.005,199,0.004,0.2,5,tests performed,,,,,,,,,,,,,,88.89,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/23/2020,301,35,35,4,0,0.286,6.6,0.767,0.767,0.088,0,0.006,2.23,,,,,,,,,2799,288,0.061,0.006,225,0.005,0.198,5.1,tests performed,,,,,,,,,,,,,,100,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/24/2020,387,86,45.571,6,2,0.571,8.486,1.886,0.999,0.132,0.044,0.013,2.11,,,,,,,,,3244,445,0.071,0.01,270,0.006,0.223,4.5,tests performed,,,,,,,,,,,,,,100,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/25/2020,387,0,44,8,2,0.857,8.486,0,0.965,0.175,0.044,0.019,2.01,,,,,,,,,3794,550,0.083,0.012,320,0.007,0.242,4.1,tests performed,,,,,,,,,,,,,,100,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/26/2020,502,115,57.857,9,1,0.857,11.007,2.522,1.269,0.197,0.022,0.019,1.97,,,,,,,,,4380,586,0.096,0.013,382,0.008,0.25,4,tests performed,,,,,,,,,,,,,,100,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/27/2020,589,87,65.857,13,4,1.429,12.915,1.908,1.444,0.285,0.088,0.031,1.89,,,,,,,,,4837,457,0.106,0.01,414,0.009,0.262,3.8,tests performed,,,,,,,,,,,,,,100,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/28/2020,690,101,76,18,5,2,15.13,2.215,1.666,0.395,0.11,0.044,1.81,,,,,,,,,5319,482,0.117,0.011,436,0.01,0.252,4,tests performed,,,,,,,,,,,,,,100,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
ARG,South America,Argentina,3/29/2020,745,55,68.429,19,1,2.143,16.336,1.206,1.5,0.417,0.022,0.047,1.72,,,,,,,,,6037,718,0.132,0.016,504,0.011,0.236,4.2,tests performed,,,,,,,,,,,,,,100,45605823,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,,,,
