iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
FJI,Oceania,Fiji,11/20/2020,35,0,0,2,0,0,38.764,0,0,2.215,0,0,,,,,,,,,,15302,67,16.948,0.074,113,0.125,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,11/21/2020,35,0,0,2,0,0,38.764,0,0,2.215,0,0,,,,,,,,,,15307,5,16.953,0.006,108,0.12,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,11/22/2020,35,0,0,2,0,0,38.764,0,0,2.215,0,0,,,,,,,,,,15388,81,17.043,0.09,114,0.126,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,11/23/2020,35,0,0,2,0,0,38.764,0,0,2.215,0,0,,,,,,,,,,15507,119,17.175,0.132,117,0.13,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,11/24/2020,38,3,0.429,2,0,0,42.087,3.323,0.475,2.215,0,0,,,,,,,,,,15610,103,17.289,0.114,118,0.131,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,11/25/2020,38,0,0.429,2,0,0,42.087,0,0.475,2.215,0,0,,,,,,,,,,15806,196,17.506,0.217,84,0.093,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,11/26/2020,38,0,0.429,2,0,0,42.087,0,0.475,2.215,0,0,,,,,,,,,,15985,179,17.704,0.198,107,0.119,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,11/27/2020,38,0,0.429,2,0,0,42.087,0,0.475,2.215,0,0,,,,,,,,,,16058,73,17.785,0.081,108,0.12,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,11/28/2020,38,0,0.429,2,0,0,42.087,0,0.475,2.215,0,0,,,,,,,,,,16073,15,17.802,0.017,109,0.121,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,11/29/2020,38,0,0.429,2,0,0,42.087,0,0.475,2.215,0,0,,,,,,,,,,16229,156,17.974,0.173,120,0.133,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,11/30/2020,42,4,1,2,0,0,46.517,4.43,1.108,2.215,0,0,,,,,,,,,,16297,68,18.05,0.075,113,0.125,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/1/2020,42,0,0.571,2,0,0,46.517,0,0.633,2.215,0,0,,,,,,,,,,16344,47,18.102,0.052,105,0.116,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/2/2020,42,0,0.571,2,0,0,46.517,0,0.633,2.215,0,0,,,,,,,,,,,,,,108,0.12,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/3/2020,42,0,0.571,2,0,0,46.517,0,0.633,2.215,0,0,,,,,,,,,,16779,,18.583,,113,0.125,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/4/2020,44,2,0.857,2,0,0,48.732,2.215,0.949,2.215,0,0,,,,,,,,,,16830,51,18.64,0.056,110,0.122,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/5/2020,44,0,0.857,2,0,0,48.732,0,0.949,2.215,0,0,,,,,,,,,,,,,,129,0.143,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/6/2020,44,0,0.857,2,0,0,48.732,0,0.949,2.215,0,0,,,,,,,,,,17116,,18.957,,127,0.141,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/7/2020,44,0,0.286,2,0,0,48.732,0,0.316,2.215,0,0,,,,,,,,,,17518,402,19.402,0.445,174,0.193,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/8/2020,44,0,0.286,2,0,0,48.732,0,0.316,2.215,0,0,,,,,,,,,,17576,58,19.466,0.064,176,0.195,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/9/2020,44,0,0.286,2,0,0,48.732,0,0.316,2.215,0,0,,,,,,,,,,18213,637,20.172,0.706,236,0.261,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/10/2020,44,0,0.286,2,0,0,48.732,0,0.316,2.215,0,0,,,,,,,,,,18325,112,20.296,0.124,221,0.245,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/11/2020,44,0,0,2,0,0,48.732,0,0,2.215,0,0,,,,,,,,,,18616,291,20.618,0.322,255,0.282,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/12/2020,44,0,0,2,0,0,48.732,0,0,2.215,0,0,,,,,,,,,,,,,,248,0.275,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/13/2020,46,2,0.286,2,0,0,50.947,2.215,0.316,2.215,0,0,,,,,,,,,,18799,,20.821,,240,0.266,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/14/2020,46,0,0.286,2,0,0,50.947,0,0.316,2.215,0,0,,,,,,,,,,19022,223,21.068,0.247,215,0.238,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/15/2020,46,0,0.286,2,0,0,50.947,0,0.316,2.215,0,0,,,,,,,,,,,,,,246,0.272,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/16/2020,46,0,0.286,2,0,0,50.947,0,0.316,2.215,0,0,,,,,,,,,,19577,,21.682,,195,0.216,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/17/2020,46,0,0.286,2,0,0,50.947,0,0.316,2.215,0,0,,,,,,,,,,19622,45,21.732,0.05,185,0.205,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/18/2020,46,0,0.286,2,0,0,50.947,0,0.316,2.215,0,0,,,,,,,,,,19735,113,21.857,0.125,160,0.177,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/19/2020,46,0,0.286,2,0,0,50.947,0,0.316,2.215,0,0,,,,,,,,,,19839,104,21.973,0.115,162,0.179,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/20/2020,46,0,0,2,0,0,50.947,0,0,2.215,0,0,,,,,,,,,,19859,20,21.995,0.022,151,0.167,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/21/2020,46,0,0,2,0,0,50.947,0,0,2.215,0,0,,,,,,,,,,19883,24,22.021,0.027,123,0.136,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/22/2020,46,0,0,2,0,0,50.947,0,0,2.215,0,0,,,,,,,,,,,,,,100,0.111,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/23/2020,46,0,0,2,0,0,50.947,0,0,2.215,0,0,,,,,,,,,,20112,,22.275,,76,0.084,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/24/2020,46,0,0,2,0,0,50.947,0,0,2.215,0,0,,,,,,,,,,20640,528,22.86,0.585,145,0.161,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/25/2020,46,0,0,2,0,0,50.947,0,0,2.215,0,0,,,,,,,,,,,,,,129,0.143,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/26/2020,46,0,0,2,0,0,50.947,0,0,2.215,0,0,,,,,,,,,,20642,,22.862,,115,0.127,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/27/2020,46,0,0,2,0,0,50.947,0,0,2.215,0,0,,,,,,,,,,20709,67,22.936,0.074,121,0.134,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/28/2020,46,0,0,2,0,0,50.947,0,0,2.215,0,0,,,,,,,,,,21072,363,23.338,0.402,170,0.188,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/29/2020,49,3,0.429,2,0,0,54.27,3.323,0.475,2.215,0,0,,,,,,,,,,21198,126,23.478,0.14,172,0.19,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/30/2020,49,0,0.429,2,0,0,54.27,0,0.475,2.215,0,0,,,,,,,,,,21296,98,23.586,0.109,169,0.187,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,12/31/2020,49,0,0.429,2,0,0,54.27,0,0.475,2.215,0,0,,,,,,,,,,21365,69,23.663,0.076,104,0.115,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/1/2021,49,0,0.429,2,0,0,54.27,0,0.475,2.215,0,0,,,,,,,,,,21498,133,23.81,0.147,122,0.135,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/2/2021,49,0,0.429,2,0,0,54.27,0,0.475,2.215,0,0,,,,,,,,,,,,,,139,0.154,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/3/2021,49,0,0.429,2,0,0,54.27,0,0.475,2.215,0,0,,,,,,,,,,21735,,24.072,,147,0.163,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/4/2021,49,0,0.429,2,0,0,54.27,0,0.475,2.215,0,0,,,,,,,,,,21782,47,24.125,0.052,101,0.112,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/5/2021,53,4,0.571,2,0,0,58.7,4.43,0.633,2.215,0,0,,,,,,,,,,21925,143,24.283,0.158,104,0.115,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/6/2021,53,0,0.571,2,0,0,58.7,0,0.633,2.215,0,0,,,,,,,,,,22137,212,24.518,0.235,120,0.133,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/7/2021,53,0,0.571,2,0,0,58.7,0,0.633,2.215,0,0,,,,,,,,,,22321,184,24.721,0.204,137,0.152,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/8/2021,53,0,0.571,2,0,0,58.7,0,0.633,2.215,0,0,,,,,,,,,,22585,264,25.014,0.292,155,0.172,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/9/2021,53,0,0.571,2,0,0,58.7,0,0.633,2.215,0,0,,,,,,,,,,,,,,152,0.168,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/10/2021,53,0,0.571,2,0,0,58.7,0,0.633,2.215,0,0,,,,,,,,,,22774,,25.223,,148,0.164,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/11/2021,53,0,0.571,2,0,0,58.7,0,0.633,2.215,0,0,,,,,,,,,,22831,57,25.286,0.063,150,0.166,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/12/2021,53,0,0,2,0,0,58.7,0,0,2.215,0,0,,,,,,,,,,23130,299,25.617,0.331,172,0.19,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/13/2021,53,0,0,2,0,0,58.7,0,0,2.215,0,0,,,,,,,,,,23323,193,25.831,0.214,169,0.187,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/14/2021,53,0,0,2,0,0,58.7,0,0,2.215,0,0,,,,,,,,,,23598,275,26.136,0.305,182,0.202,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/15/2021,53,0,0,2,0,0,58.7,0,0,2.215,0,0,,,,,,,,,,23718,120,26.269,0.133,162,0.179,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/16/2021,55,2,0.286,2,0,0,60.915,2.215,0.316,2.215,0,0,,,,,,,,,,,,,,151,0.167,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/17/2021,55,0,0.286,2,0,0,60.915,0,0.316,2.215,0,0,,,,,,,,,,23759,,26.314,,141,0.156,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/18/2021,55,0,0.286,2,0,0,60.915,0,0.316,2.215,0,0,,,,,,,,,,23812,53,26.373,0.059,140,0.155,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/19/2021,55,0,0.286,2,0,0,60.915,0,0.316,2.215,0,0,,,,,,,,,,24027,215,26.611,0.238,128,0.142,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/20/2021,55,0,0.286,2,0,0,60.915,0,0.316,2.215,0,0,,,,,,,,,,24324,297,26.94,0.329,143,0.158,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/21/2021,55,0,0.286,2,0,0,60.915,0,0.316,2.215,0,0,,,,,,,,,,24545,221,27.185,0.245,135,0.15,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/22/2021,55,0,0.286,2,0,0,60.915,0,0.316,2.215,0,0,,,,,,,,,,24778,233,27.443,0.258,151,0.167,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/23/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,25014,236,27.704,0.261,182,0.202,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/24/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,,,,,186,0.206,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/25/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,25111,,27.812,,186,0.206,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/26/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,25433,322,28.168,0.357,201,0.223,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/27/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,25661,228,28.421,0.253,191,0.212,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/28/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,25823,162,28.6,0.179,183,0.203,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/29/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,,,,,170,0.188,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/30/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,26118,,28.927,,158,0.175,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,1/31/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,,,,,158,0.175,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,2/1/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,26217,,29.036,,158,0.175,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,2/2/2021,55,0,0,2,0,0,60.915,0,0,2.215,0,0,,,,,,,,,,26510,293,29.361,0.325,154,0.171,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,2/3/2021,56,1,0.143,2,0,0,62.022,1.108,0.158,2.215,0,0,,,,,,,,,,26848,338,29.735,0.374,170,0.188,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,2/4/2021,56,0,0.143,2,0,0,62.022,0,0.158,2.215,0,0,,,,,,,,,,26933,85,29.829,0.094,159,0.176,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,2/5/2021,56,0,0.143,2,0,0,62.022,0,0.158,2.215,0,0,,,,,,,,,,27082,149,29.994,0.165,159,0.176,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,2/6/2021,56,0,0.143,2,0,0,62.022,0,0.158,2.215,0,0,,,,,,,,,,27115,33,30.031,0.037,142,0.157,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,2/7/2021,56,0,0.143,2,0,0,62.022,0,0.158,2.215,0,0,,,,,,,,,,,,,,138,0.153,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,2/8/2021,56,0,0.143,2,0,0,62.022,0,0.158,2.215,0,0,,,,,,,,,,27159,,30.08,,135,0.15,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FJI,Oceania,Fiji,2/9/2021,56,0,0.143,2,0,0,62.022,0,0.158,2.215,0,0,,,,,,,,,,27429,270,30.379,0.299,131,0.145,,,tests performed,,,,,,,,,,,,,,49.07,902899,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
