x,y
2908.65,55.962
2908.65,55.962
2909.829,55.992
2909.976,55.992
2909.976,55.992
2909.976,55.992
2911.45,55.992
2911.45,55.992
2911.744,55.992
2911.744,55.992
2912.422,55.992
2913.188,55.992
2913.188,55.992
2913.188,55.992
2914.78,55.992
110677.686,330.579
110677.686,330.579
110677.686,330.579
117487.603,396.694
117487.603,396.694
117487.603,396.694
117487.603,396.694
117487.603,396.694
117487.603,396.694
128396.694,396.694
128396.694,396.694
128396.694,396.694
128396.694,396.694
134876.033,396.694
134876.033,396.694
139438.017,462.81
139438.017,462.81
139438.017,462.81
144595.041,462.81
144595.041,462.81
144595.041,462.81
144595.041,462.81
144595.041,462.81
144595.041,462.81
150082.645,462.81
150082.645,462.81
150082.645,462.81
153652.893,528.926
153652.893,528.926
153652.893,528.926
153652.893,528.926
156099.174,528.926
156099.174,528.926
157619.835,528.926
157619.835,528.926
157619.835,528.926
157619.835,528.926
161057.851,595.041
161057.851,595.041
162512.397,595.041
162512.397,595.041
162512.397,595.041
162512.397,595.041
162512.397,595.041
165090.909,595.041
165090.909,595.041
165685.95,595.041
165685.95,595.041
165685.95,595.041
165685.95,595.041
165685.95,595.041
165685.95,595.041
165685.95,595.041
167140.496,595.041
167140.496,595.041
167140.496,595.041
167140.496,595.041
167140.496,595.041
168925.62,595.041
168925.62,595.041
168925.62,595.041
168925.62,595.041
168925.62,595.041
168925.62,595.041
168925.62,595.041
170181.818,595.041
170181.818,595.041
170181.818,595.041
170181.818,595.041
170181.818,595.041
170181.818,595.041
43381.817,1205.332
43381.817,1205.332
43381.817,1205.332
45437.971,1205.332
45437.971,1205.332
47757.475,1205.332
47757.475,1205.332
49064.095,1205.332
51231.667,1215.461
51231.667,1215.461
51231.667,1215.461
52811.766,1215.461
52811.766,1215.461
53135.889,1215.461
53895.551,1215.461
53895.551,1215.461
53895.551,1215.461
54148.772,1225.589
58149.664,1225.589
58149.664,1225.589
58899.198,1235.718
60074.143,1235.718
60074.143,1235.718
61005.996,1235.718
61005.996,1235.718
65249.98,1276.234
66080.545,1286.363
66424.925,1286.363
66424.925,1286.363
66424.925,1286.363
67123.815,1286.363
67123.815,1286.363
68187.343,1286.363
68187.343,1286.363
68187.343,1286.363
68187.343,1286.363
69412.933,1326.878
69412.933,1326.878
69412.933,1326.878
69412.933,1326.878
74153.229,1357.264
74254.517,1357.264
74254.517,1357.264
74254.517,1357.264
74254.517,1357.264
74365.935,1357.264
74902.763,1367.393
74902.763,1367.393
74953.407,1367.393
75034.438,1367.393
75034.438,1367.393
75034.438,1367.393
75034.438,1367.393
75247.144,1367.393
75307.917,1367.393
75328.174,1367.393
75328.174,1367.393
75328.174,1367.393
75328.174,1367.393
75429.463,1367.393
75449.72,1367.393
75449.72,1367.393
75449.72,1367.393
75510.493,1367.393
75510.493,1367.393
75510.493,1367.393
75510.493,1367.393
75571.267,1367.393
75571.267,1367.393
75621.911,1367.393
75621.911,1367.393
124423.322,2569.431
124872.87,2569.935
125846.342,2570.834
127627.036,2571.908
129713.589,2573.049
132116.967,2573.926
134540.627,2574.847
136770.364,2575.658
138378.031,2576.25
140315.328,2577.368
143263.175,2578.508
146137.413,2580.153
148952.887,2583.179
152019.447,2585.218
154138.738,2587.148
155569.279,2588.266
157815.878,2592.454
160468.653,2596.598
163282.351,2601.159
166126.483,2605.128
168717.622,2608.636
170869.672,2611.574
172402.02,2613
174114.981,2619.052
176326.606,2624.731
178267.214,2631.66
179971.58,2638.961
181372.366,2645.649
182292.818,2649.574
182765.784,2652.907
183718.996,2659.156
184796.095,2664.419
185784.346,2671.457
186714.863,2678.43
187594.005,2684.723
188072.804,2687.902
188350.488,2690.095
188907.566,2695.774
189626.553,2702.001
190224.108,2706.76
190774.696,2712.526
191136.557,2715.859
191384.815,2718.666
191522.714,2720.727
191808.862,2726.604
192216.112,2731.778
192589.617,2735.725
192954.702,2739.212
193292.137,2742.238
193463.322,2744.935
193560.897,2746.974
193805.822,2750.767
194177.485,2754.429
194452.976,2757.872
194678.78,2759.998
194886.802,2761.884
195009.484,2763.858
195088.64,2765.436
195164.903,2766.138
195242.086,2768.44
195420.594,2771.357
195622.739,2774.448
195806.093,2776.488
195903.229,2778.329
195953.091,2779.645
196090.925,2781.268
196232.88,2782.561
196366.547,2783.745
196501.113,2784.929
196624.234,2785.85
196689.708,2787.407
116228.141,2686.879
116237.238,2687.553
116247.008,2689.574
116277.33,2690.585
116320.792,2691.596
116365.938,2692.943
116409.4,2694.291
116475.098,2694.965
116522.94,2695.638
116565.391,2696.649
116647.26,2697.323
116845.028,2700.018
116845.028,2700.018
116937.005,2700.355
117035.721,2701.366
117116.58,2701.703
117173.181,2702.04
117294.47,2702.714
117484.152,2703.724
117693.374,2704.061
117904.956,2704.061
118221.654,2704.061
118495.9,2704.735
118727.696,2704.735
119176.464,2706.083
119827.042,2706.42
120688.191,2707.093
121879.515,2707.093
122753.466,2709.115
123455.929,2710.8
123914.804,2713.158
124968.33,2714.169
126301.157,2715.516
127779.53,2717.201
129191.868,2720.57
130550.3,2722.591
131381.463,2724.276
131930.968,2727.982
132768.533,2729.667
133715.594,2731.688
134673.1,2736.742
135574.679,2744.154
136383.943,2748.197
136914.244,2751.566
137148.398,2757.967
137588.743,2763.021
138186.426,2772.455
138766.926,2780.54
139244.332,2788.963
139739.257,2799.071
139975.095,2803.787
140073.811,2809.178
140327.506,2814.569
140646.225,2822.655
140903.627,2827.371
141096.341,2834.446
141308.933,2841.185
141399.899,2846.575
141446.73,2850.618
141555.89,2856.346
141671.114,2861.4
141758.374,2865.442
141842.939,2869.149
141916.386,2873.191
141955.131,2875.887
141975.346,2879.93
142022.514,2881.277
142039.696,2883.973
142080.8,2884.983
142123.925,2886.668
142161.322,2887.342
195736.741,1688.512
200298.521,1688.512
205420.029,1688.512
215010.028,1688.512
225850.086,1688.512
235589.347,1688.512
244097.206,1688.512
250636.69,1688.512
255534.307,1697.84
260189.375,1697.84
266812.818,1697.84
272176.874,1697.84
277009.189,1716.498
280843.323,1716.498
283781.893,1716.498
286179.393,1716.498
288968.702,1735.156
292345.725,1735.156
294817.855,1744.484
296982.135,1744.484
299043.799,1744.484
300573.721,1744.484
301525.258,1781.8
302299.548,1800.457
303409.674,1800.457
303764.168,1800.457
305219.46,1800.457
306059.051,1800.457
306917.3,1800.457
307439.713,1800.457
307850.18,1800.457
308633.798,1800.457
309212.183,1800.457
309715.938,1809.786
310107.748,1809.786
310480.899,1819.115
310667.475,1819.115
310910.024,1819.115
311367.135,1828.443
311637.67,1828.443
311917.533,1828.443
312094.781,1828.443
312355.987,1847.101
312514.576,1847.101
312635.851,1847.101
312803.769,1847.101
312925.043,1847.101
313148.934,1847.101
313307.524,1847.101
313447.456,1847.101
313503.428,1847.101
313615.374,1968.375
313736.648,1968.375
313848.594,1968.375
313960.539,1968.375
314100.471,1968.375
314156.444,1968.375
314156.444,1968.375
314231.074,1968.375
314231.074,1968.375
314231.074,1968.375
314231.074,1968.375
314678.856,1977.704
314678.856,1977.704
314678.856,1977.704
314678.856,1977.704
314678.856,1977.704
314678.856,1977.704
314678.856,1977.704
315275.899,1977.704
315275.899,1977.704
18177.333,269.461
18202.86,269.625
18233.155,269.792
18273.619,270.074
18326.849,270.3
18391.364,270.506
18459.427,270.737
18535.763,270.996
18615.784,271.161
18702.163,271.39
18792.891,271.679
18914.787,271.925
19026.138,272.164
19139.671,272.333
19260.195,272.564
19368.172,272.761
19466.381,272.926
19588.773,273.201
19770.315,273.458
19923.145,273.758
20076.89,274.03
20222.431,274.299
20350.648,274.525
20511.914,274.816
20663.574,275.118
20824.465,275.409
20974.511,275.708
21119.736,276.072
21263.259,276.424
21407.971,276.797
21540.716,277.257
21683.312,277.806
21834.744,278.189
21982.078,278.684
22116.622,279.131
22240.1,279.506
22364.823,279.94
22485.237,280.44
22620.852,280.99
22757.113,281.519
22885.962,281.942
23009.361,282.388
23118.56,282.793
23225.001,283.119
23328.503,283.525
23453.542,283.946
23580.871,284.377
23710.866,284.843
23831.44,285.238
23950.047,285.714
24057.063,286.072
24160.482,286.462
24293.935,286.877
24435.173,287.327
24564.311,287.786
24690.167,288.195
24820.967,288.59
24937.914,288.936
25053.238,289.379
25196.367,289.761
25344.83,290.19
25509.839,290.596
25664.674,291.074
25811.658,291.466
25949.324,291.826
26073.701,292.201
26240.329,292.601
26424.682,293.026
26584.901,293.442
26752.872,293.826
26960.72,294.18
17952.191,87.521
19100.312,87.87
20835.407,88.025
23607.797,88.8
26532.621,89.266
29566.139,90.002
33369.891,90.623
37709.354,91.747
40533.667,92.562
44171.22,93.647
47444.343,95.586
54240.896,97.797
59211.577,99.735
62557.601,101.636
66934.29,103.652
69256.707,104.389
72527.775,107.53
75808.925,110.244
78430.432,112.067
80909.898,115.479
82583.763,118
85188.906,121.024
86438.857,122.071
88688.799,125.251
90740.899,127.927
92719.167,131.455
95287.123,134.829
97845.656,140.84
99678.198,144.174
101102.065,145.803
100060.659,148.711
101617.417,151.426
102556.916,154.605
103804.734,157.94
104864.753,161.081
105756.051,162.865
106735.064,164.726
107796.518,166.82
109018.394,169.574
109463.675,171.474
110675.469,173.684
111550.442,176.166
112543.415,178.105
113019.95,178.531
114218.676,180.858
115164.612,183.262
115064.799,186.015
115946.17,187.411
116846.465,189.156
117520.261,190.475
118226.747,191.134
119202.502,192.569
120180.817,194.856
121144.513,196.291
122178.707,197.571
122946.616,198.967
123626.887,199.975
124459.904,200.518
125445.547,202.03
126289.15,204.318
127840.711,206.141
128816.312,207.614
129697.179,209.476
130370.975,210.018
131231.136,210.367
132974.645,211.88
134164.762,213.082
135573.739,214.051
136802.556,215.215
138162.751,216.029
139461.6,216.649
141791.086,1520.39
142154.126,1520.722
142521.148,1521.496
143128.906,1524.261
144208.296,1526.251
145187.277,1528.573
146158.85,1529.348
146977.708,1530.896
148115.707,1531.338
149310.433,1532.112
150583.894,1533.992
152464.45,1535.098
154217.394,1536.867
156077.603,1537.641
157929.739,1538.747
159634.801,1539.3
161372.817,1539.521
163217.876,1541.733
166278.451,1543.281
166481.147,1543.281
169291.918,1543.281
174452.664,1546.488
176935.559,1547.151
179767.561,1548.146
182526.137,1550.248
186287.138,1551.464
191048.02,1552.791
195319.909,1554.892
199162.409,1556.661
202162.163,1558.209
205193.324,1559.536
208056.731,1562.19
212414.763,1563.96
216631.804,1566.614
220649.133,1569.378
224216.284,1571.811
227458.987,1573.801
230477.762,1575.35
233473.094,1578.114
237709.376,1580.547
241607.387,1582.98
245224.742,1585.413
248666.935,1587.956
251536.646,1589.283
254253.09,1591.495
257037.21,1595.365
261267.631,1600.231
264686.16,1603.769
268132.555,1607.529
268132.555,1607.529
273479.963,1612.395
275850.397,1613.832
278219.835,1617.924
282024.847,1621.241
285186.494,1625.554
288650.361,1628.318
291522.394,1632.41
294096.077,1635.174
296330.937,1637.607
299072.041,1641.146
303439.252,1646.343
306929.88,1650.324
310514.834,1654.305
313974.831,1657.18
317122.323,1659.613
320014.371,1661.603
323435.664,1666.58
328720.926,1671.224
334187.21,1673.767
339641.44,1676.753
344558.464,1678.633
60382.493,818.225
60418.489,819.204
60445.193,819.986
60485.591,821.453
60539.683,822.529
60596.807,823.801
60650.312,824.681
60711.935,825.268
60766.223,826.051
60798.404,827.224
60864.234,828.594
60927.325,829.474
60993.252,830.452
61057.126,831.137
61126.575,832.409
61205.609,833.485
61240.725,834.267
61331.693,835.441
61444.279,836.321
61560.288,837.691
61664.755,839.354
61822.629,840.919
61988.621,842.19
62062.668,843.071
62304.076,844.342
62616.302,846.103
62945.06,847.472
63293.674,849.331
63711.15,850.994
64194.651,852.95
64408.475,854.319
64919.365,856.373
65566.903,858.721
66164.848,860.482
66854.446,863.025
67608.016,865.275
68339.087,867.72
68796.863,870.361
69484.701,872.513
70245.607,875.252
70992.133,877.599
71638.008,880.143
72219.814,882.979
72888.969,885.229
73157.863,887.87
73616.324,890.609
74315.508,892.761
74750.688,895.695
75124.049,898.141
75484.988,900.977
75747.622,903.325
75849.155,905.868
76081.173,907.726
76274.749,910.367
76446.415,912.617
76564.772,915.356
76564.772,915.356
76814.494,919.464
76850.588,921.127
76931.971,923.181
77016.581,924.746
77072.336,926.605
77129.851,928.072
77172.205,929.246
77208.788,931.007
77223.363,932.278
77250.36,933.843
77262.684,934.919
77289.094,936.582
77311.103,937.951
77330.373,938.93
61665.751,1806.437
63703.976,1806.437
64331.316,1806.437
65533.088,1806.437
66326.711,1806.437
67271.5,1806.437
68332.183,1806.437
68332.183,1806.437
72103.781,1806.437
72983.064,1806.437
74295.691,1806.437
74902.876,1806.437
75351.336,1811.476
75351.336,1811.476
77233.355,1811.476
77724.646,1811.476
77724.646,1811.476
78367.102,1811.476
79485.732,1811.476
79848.531,1829.112
80407.847,1829.112
80619.479,1836.67
80793.32,1836.67
80967.162,1836.67
81221.625,1841.709
81332.48,1841.709
81569.307,1851.787
81677.643,1861.864
81846.445,1876.981
81911.951,1879.5
82037.923,1879.5
82148.778,1879.5
82247.036,1884.539
82335.216,1884.539
82335.216,1884.539
82423.397,1887.059
82569.524,1897.136
82642.588,1897.136
82720.69,1897.136
82720.69,1897.136
82816.429,1904.695
82897.051,1907.214
82952.478,1907.214
82967.595,1929.889
83015.464,1929.889
83070.892,1929.889
83154.033,1934.928
83154.033,1934.928
83186.786,1934.928
83201.903,1934.928
83272.447,1939.967
83312.758,1939.967
83345.511,1939.967
83345.511,1939.967
83405.977,1942.486
83413.535,1942.486
83413.535,1942.486
83466.444,1942.486
83481.56,1942.486
83509.274,1942.486
83519.352,1942.486
83524.391,1942.486
83567.221,1942.486
83567.221,1942.486
83572.26,1942.486
83584.857,1942.486
83594.935,1942.486
83594.935,1942.486
83615.09,1942.486
83622.649,1942.486
83630.207,1942.486
161687.244,797.348
162068.758,797.92
162572.106,797.92
163272.217,797.92
163890.533,797.92
164697.033,797.92
165563.592,799.064
166378.1,799.064
167347.044,799.064
168430.385,799.064
169452.524,799.064
170761.799,799.064
171956.678,799.064
173238.498,799.064
174692.486,799.636
176176.217,799.636
177833.832,799.636
179560.658,799.636
181536.869,799.636
183428.998,799.636
185497.299,799.636
187305.918,800.208
189110.533,800.208
191137.079,800.208
193630.938,800.208
196419.941,800.78
199425.726,801.924
203234.58,802.496
207071.461,803.068
210929.506,804.784
214251.599,805.356
218926.44,805.356
223418.817,805.928
228030.739,806.5
232190.792,806.5
236442.934,807.072
240852.373,807.072
244880.298,808.788
248953.409,809.932
252853.208,811.076
256344.61,811.648
259633.529,812.792
262277.819,815.08
265289.897,816.224
268045.725,816.224
270813.564,817.368
273266.239,819.084
275418.05,819.656
277506.37,820.8
279371.044,821.944
281604.077,821.944
283254.256,856.835
285213.308,824.804
286932.697,825.948
288495.363,827.664
289981.954,828.236
291363.872,829.379
293031.782,831.095
294505.79,831.667
296079.895,832.239
297194.695,832.239
298355.255,832.811
299522.678,833.955
300390.38,833.955
301513.761,833.955
302485.565,834.527
303570.05,835.671
304448.048,836.243
305296.303,836.243
306049.608,836.243
306722.264,836.243
9536.234,168.824
9539.583,168.83
9543.636,168.854
9548.296,168.89
9553.66,168.908
9560.515,168.95
9567.406,168.956
9574.116,168.962
9583.082,168.98
9596.497,168.998
9611.277,169.01
9628.812,169.034
9649.01,169.106
9675.335,169.143
9696.062,169.185
9727.462,169.233
9767.606,169.293
9818.158,169.353
9875.283,169.425
9940.753,169.449
10009.507,169.521
10067.317,169.624
10132.896,169.708
10222.058,169.798
10318.466,169.906
10411.832,170.008
10506.881,170.099
10599.723,170.219
10662.127,170.345
10735.385,170.55
10816.568,170.736
10895.664,170.922
10968.982,171.139
11038.71,171.337
11093.14,171.518
11143.404,171.734
11193.583,171.909
11249.92,172.137
11300.153,172.396
11348.354,172.594
11392.034,172.841
11423.711,173.003
11453.914,173.123
11483.006,173.292
11511.219,173.406
11539.758,173.61
11563.383,173.7
11584.663,173.821
11600.201,173.965
11613.129,174.043
11625.077,174.17
11636.809,174.224
11646.4,174.32
11654.205,174.35
11663.321,174.41
11671.775,174.476
11676.339,174.524
11681.534,174.578
11686.928,174.602
11691.733,174.651
11696.134,174.699
11700.085,174.729
11703.717,174.765
11705.93,174.843
11709.111,174.891
11711.732,174.915
11714.414,174.957
11716.356,174.963
11718.323,174.981
11719.868,175.011
11721.059,175.029
100136.249,910.646
100657.611,910.646
101352.76,910.646
103222.712,914.121
104887.594,914.121
106347.408,917.597
107762.037,921.073
109482.531,924.549
110671.236,924.549
112016.35,924.549
113987.098,924.549
115780.583,928.024
117786.089,934.976
119652.564,934.976
121515.564,934.976
122947.572,934.976
124202.316,934.976
124202.316,941.927
128821.583,941.927
130764.525,948.879
132672.71,952.354
134115.145,952.354
136290.962,955.83
138018.408,959.306
141226.521,962.782
143739.486,962.782
146405.383,962.782
148939.202,962.782
151128.922,966.257
152908.504,969.733
154427.406,973.209
157159.342,976.685
159526.325,980.16
161643.055,983.636
163791.066,994.063
166060.728,994.063
167666.523,994.063
169122.861,994.063
171604.543,1001.015
173641.331,1004.491
175445.243,1011.442
176845.969,1011.442
178344.015,1025.345
179431.924,1039.248
180373.851,1039.248
181816.286,1049.675
182952.855,1060.103
183898.258,1067.054
185093.915,1067.054
185980.23,1070.53
186640.622,1077.481
187287.111,1080.957
188058.726,1080.957
188885.954,1080.957
189553.297,1084.433
190231.068,1084.433
190825.42,1087.909
191273.791,1094.86
191739.541,1098.336
192504.206,1098.336
193053.374,1098.336
193616.444,1098.336
194165.612,1098.336
194686.974,1108.763
195072.782,1108.763
195406.454,1119.19
195948.67,1122.666
196556.926,1122.666
197001.821,1122.666
197439.765,1122.666
197846.428,1126.142
74174.612,592.405
74256.261,593.993
74309.953,595.582
74381.435,597.064
74501.42,598.653
74649.68,600.347
74821.556,602.042
74946.941,603.524
75008.046,604.901
75075.822,606.172
75148.999,607.76
75255.958,609.667
75371.495,611.467
75506.941,613.373
75643.87,615.067
75786.623,616.762
75933.93,618.033
76046.607,619.515
76193.491,621.21
76364.837,622.904
76559.27,624.704
76767.257,626.505
76974.504,628.305
77180.373,629.999
77328.951,631.058
77529.843,632.859
77738.89,634.553
77974.094,636.353
78217.876,637.942
78470.659,639.53
78678.753,640.907
78881.869,642.496
79266.71,644.296
79795.151,645.884
80573.516,647.685
81445.18,649.379
82325.739,650.968
82947.266,652.238
83548.143,653.933
84422.242,655.521
85318.474,657.004
86230.379,658.804
87160.499,660.499
88105.233,662.193
88804.703,663.464
89349.665,664.84
90188.287,666.641
91061.751,668.547
91929.496,670.241
92761.446,672.253
93532.716,673.63
93994.97,675.113
94260.461,676.913
94920.219,678.502
95555.195,679.984
96154.907,681.784
96722.002,683.479
97159.899,685.173
97400.08,686.232
97561.789,687.609
97791.486,688.986
98012.076,690.574
98218.475,692.057
98417.144,693.645
98593.15,695.34
98720.759,696.716
98799.337,698.305
98930.441,699.787
99088.974,700.846
99290.078,702.435
99494.571,703.918
180990.591,2435.539
180990.591,2435.539
183392.602,2440.181
184994.172,2442.072
187383.719,2443.964
189729.078,2445.425
191851.953,2446.543
191851.953,2446.543
191851.953,2446.543
196566.914,2451.615
198398.963,2453.42
201779.282,2455.741
201779.282,2455.741
207243.963,2459.696
207243.963,2459.696
207243.963,2459.696
213545.02,2463.908
216763.205,2466.831
221392.629,2469.496
227190.949,2472.333
231874.274,2474.138
231874.274,2474.138
231874.274,2474.138
243349.185,2478.866
247432.029,2481.273
252695.547,2484.626
258565.822,2487.721
262709.53,2489.354
262709.53,2489.354
262709.53,2489.354
271247.284,2497.521
273737.068,2500.186
277642.389,2504.399
280911.466,2508.955
283351.389,2512.565
283351.389,2512.565
283351.389,2512.565
287546.162,2522.022
289184.441,2529.931
291104.348,2535.777
292790.682,2541.45
294100.995,2546.694
294100.995,2546.694
294100.995,2546.694
296375.517,2555.291
297472.631,2559.933
298565.619,2564.576
299554.5,2569.218
300388.813,2572.141
300388.813,2572.141
300388.813,2572.141
301935.278,2580.308
302653.621,2582.457
303382.021,2585.552
304124.263,2587.701
304670.928,2589.42
304670.928,2589.42
304670.928,2589.42
305812.574,2594.406
306373.682,2596.126
306373.682,2596.126
