new_cases,population
0,16946446
0,16946446
0,16946446
2,16946446
0,16946446
1,16946446
0,16946446
2,16946446
0,16946446
0,16946446
0,16946446
0,16946446
0,16946446
0,16946446
0,16946446
0,16946446
0,16946446
2,16946446
1,16946446
0,16946446
0,16946446
1,16946446
0,16946446
0,16946446
1,16946446
2,16946446
0,16946446
1,16946446
0,16946446
0,16946446
1,16946446
0,16946446
0,16946446
0,16946446
0,16946446
2,16946446
1,16946446
2,16946446
3,16946446
0,16946446
1,16946446
0,16946446
1,16946446
0,16946446
0,16946446
1,16946446
1,16946446
0,16946446
0,16946446
1,16946446
1,16946446
0,16946446
0,16946446
1,16946446
0,16946446
0,16946446
1,16946446
7,16946446
8,16946446
3,16946446
3,16946446
2,16946446
4,16946446
10,16946446
1,16946446
2,16946446
2,16946446
4,16946446
2,16946446
1,16946446
0,16946446
2,16946446
0,16946446
3,16946446
0,16946446
0,16946446
0,16946446
0,16946446
0,16946446
1,16946446
0,16946446
0,16946446
0,16946446
0,16946446
0,16946446
1,16946446
0,16946446
0,16946446
0,16946446
2,16946446
12,16946446
1,16946446
2,16946446
1,16946446
0,16946446
1,16946446
2,16946446
1,16946446
1,16946446
4,16946446
0,16946446
1,16946446
6,16946446
13,16946446
15,16946446
10,16946446
3,16946446
0,16946446
2,16946446
7,16946446
5,16946446
3,16946446
0,16946446
2,16946446
0,16946446
2,16946446
0,16946446
0,16946446
3,16946446
0,16946446
2,16946446
1,16946446
0,16946446
0,16946446
1,16946446
3,16946446
2,16946446
2,16946446
0,16946446
2,16946446
0,16946446
2,16946446
1,16946446
0,16946446
0,16946446
0,16946446
0,16946446
0,16946446
4,16946446
1,16946446
0,16946446
49,16946446
35,16946446
25,16946446
40,16946446
64,16946446
44,16946446
26,16946446
38,16946446
15,16946446
24,16946446
34,16946446
31,16946446
23,16946446
21,16946446
34,16946446
24,16946446
0,16946446
113,16946446
39,16946446
62,16946446
39,16946446
41,16946446
20,16946446
0,16946446
180,16946446
36,16946446
37,16946446
0,16946446
0,16946446
175,16946446
35,16946446
29,16946446
55,16946446
0,16946446
96,16946446
179,16946446
86,16946446
145,16946446
62,16946446
0,16946446
37,16946446
69,16946446
143,16946446
0,16946446
63,16946446
163,16946446
0,16946446
113,16946446
576,16946446
477,16946446
434,16946446
0,16946446
181,16946446
178,16946446
344,16946446
262,16946446
291,16946446
618,16946446
624,16946446
431,16946446
303,16946446
446,16946446
655,16946446
511,16946446
616,16946446
580,16946446
508,16946446
698,16946446
880,16946446
761,16946446
388,16946446
730,16946446
841,16946446
938,16946446
672,16946446
650,16946446
558,16946446
538,16946446
520,16946446
506,16946446
480,16946446
472,16946446
446,16946446
358,16946446
335,16946446
350,16946446
360,16946446
345,16946446
393,16946446
415,16946446
460,16946446
488,16946446
560,16946446
556,16946446
568,16946446
660,16946446
649,16946446
599,16946446
588,16946446
579,16946446
690,16946446
616,16946446
750,16946446
729,16946446
886,16946446
538,16946446
631,16946446
589,16946446
678,16946446
729,16946446
426,16946446
655,16946446
638,16946446
468,16946446
542,16946446
495,16946446
693,16946446
625,16946446
799,16946446
471,16946446
659,16946446
735,16946446
678,16946446
587,16946446
655,16946446
699,16946446
745,16946446
839,16946446
883,16946446
723,16946446
1130,16946446
999,16946446
966,16946446
948,16946446
993,16946446
896,16946446
935,16946446
981,16946446
954,16946446
988,16946446
933,16946446
981,16946446
911,16946446
830,16946446
915,16946446
996,16946446
889,16946446
836,16946446
845,16946446
790,16946446
825,16946446
812,16946446
811,16946446
825,16946446
860,16946446
819,16946446
778,16946446
685,16946446
766,16946446
765,16946446
668,16946446
658,16946446
671,16946446
560,16946446
577,16946446
583,16946446
591,16946446
588,16946446
522,16946446
556,16946446
508,16946446
499,16946446
486,16946446
455,16946446
423,16946446
598,16946446
588,16946446
593,16946446
556,16946446
593,16946446
533,16946446
519,16946446
493,16946446
496,16946446
410,16946446
466,16946446
428,16946446
423,16946446
411,16946446
401,16946446
438,16946446
408,16946446
439,16946446
455,16946446
416,16946446
491,16946446
422,16946446
461,16946446
528,16946446
511,16946446
596,16946446
589,16946446
660,16946446
658,16946446
662,16946446
629,16946446
657,16946446
653,16946446
693,16946446
698,16946446
648,16946446
612,16946446
622,16946446
628,16946446
637,16946446
638,16946446
822,16946446
816,16946446
830,16946446
839,16946446
866,16946446
881,16946446
978,16946446
232,16946446
174,16946446
199,16946446
219,16946446
228,16946446
221,16946446
224,16946446
203,16946446
220,16946446
239,16946446
258,16946446
267,16946446
272,16946446
268,16946446
265,16946446
267,16946446
258,16946446
195,16946446
175,16946446
166,16946446
151,16946446
148,16946446
144,16946446
128,16946446
116,16946446
112,16946446
111,16946446
109,16946446
101,16946446
106,16946446
95,16946446
91,16946446
174,16946446
0,16946446
83,16946446
78,16946446
73,16946446
71,16946446
68,16946446
67,16946446
65,16946446
66,16946446
63,16946446
60,16946446
55,16946446
52,16946446
48,16946446
51,16946446
54,16946446
45,16946446
40,16946446
41,16946446
37,16946446
39,16946446
34,16946446
32,16946446
29,16946446
26,16946446
23,16946446
25,16946446
22,16946446
26,16946446
23,16946446
24,16946446
25,16946446
24,16946446
16,16946446
14,16946446
14,16946446
12,16946446
15,16946446
16,16946446
12,16946446
15,16946446
12,16946446
8,16946446
7,16946446
8,16946446
5,16946446
6,16946446
7,16946446
4,16946446
3,16946446
4,16946446
6,16946446
5,16946446
4,16946446
15,16946446
5,16946446
4,16946446
14,16946446
6,16946446
14,16946446
3,16946446
6,16946446
10,16946446
9,16946446
18,16946446
11,16946446
27,16946446
30,16946446
15,16946446
34,16946446
48,16946446
0,16946446
10,16946446
45,16946446
23,16946446
29,16946446
22,16946446
30,16946446
37,16946446
42,16946446
44,16946446
26,16946446
40,16946446
28,16946446
22,16946446
34,16946446
38,16946446
54,16946446
57,16946446
56,16946446
35,16946446
48,16946446
46,16946446
66,16946446
112,16946446
111,16946446
108,16946446
102,16946446
223,16946446
262,16946446
274,16946446
300,16946446
401,16946446
512,16946446
184,16946446
204,16946446
444,16946446
414,16946446
552,16946446
736,16946446
488,16946446
598,16946446
558,16946446
466,16946446
479,16946446
470,16946446
372,16946446
356,16946446
313,16946446
415,16946446
368,16946446
366,16946446
334,16946446
330,16946446
306,16946446
357,16946446
198,16946446
238,16946446
237,16946446
205,16946446
1,27224262
0,27224262
1,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
2,27224262
6,27224262
0,27224262
3,27224262
7,27224262
7,27224262
13,27224262
16,27224262
10,27224262
9,27224262
0,27224262
16,27224262
0,27224262
48,27224262
0,27224262
54,27224262
40,27224262
73,27224262
203,27224262
46,27224262
95,27224262
8,27224262
0,27224262
72,27224262
0,27224262
90,27224262
0,27224262
0,27224262
0,27224262
28,27224262
0,27224262
148,27224262
0,27224262
21,27224262
0,27224262
146,27224262
0,27224262
0,27224262
171,27224262
96,27224262
88,27224262
103,27224262
84,27224262
0,27224262
127,27224262
0,27224262
0,27224262
245,27224262
0,27224262
27,27224262
0,27224262
161,27224262
2,27224262
0,27224262
7,27224262
305,27224262
110,27224262
0,27224262
111,27224262
154,27224262
151,27224262
0,27224262
0,27224262
424,27224262
0,27224262
204,27224262
555,27224262
112,27224262
0,27224262
490,27224262
0,27224262
546,27224262
0,27224262
0,27224262
0,27224262
468,27224262
0,27224262
493,27224262
188,27224262
0,27224262
204,27224262
603,27224262
207,27224262
309,27224262
152,27224262
252,27224262
369,27224262
0,27224262
0,27224262
0,27224262
0,27224262
1183,27224262
0,27224262
0,27224262
0,27224262
774,27224262
972,27224262
282,27224262
149,27224262
229,27224262
322,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
2324,27224262
0,27224262
0,27224262
0,27224262
257,27224262
0,27224262
0,27224262
0,27224262
0,27224262
984,27224262
0,27224262
0,27224262
0,27224262
0,27224262
365,27224262
0,27224262
0,27224262
186,27224262
0,27224262
0,27224262
402,27224262
69,27224262
76,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
463,27224262
0,27224262
0,27224262
0,27224262
324,27224262
0,27224262
0,27224262
171,27224262
50,27224262
45,27224262
161,27224262
0,27224262
0,27224262
113,27224262
17,27224262
25,27224262
138,27224262
0,27224262
0,27224262
0,27224262
0,27224262
211,27224262
0,27224262
169,27224262
0,27224262
0,27224262
0,27224262
0,27224262
267,27224262
51,27224262
144,27224262
0,27224262
0,27224262
0,27224262
0,27224262
244,27224262
0,27224262
161,27224262
0,27224262
0,27224262
158,27224262
61,27224262
43,27224262
32,27224262
0,27224262
68,27224262
60,27224262
0,27224262
167,27224262
0,27224262
92,27224262
22,27224262
0,27224262
23,27224262
0,27224262
103,27224262
0,27224262
0,27224262
0,27224262
86,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
279,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
238,27224262
0,27224262
0,27224262
0,27224262
0,27224262
65,27224262
64,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
223,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
310,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
239,27224262
79,27224262
0,27224262
0,27224262
69,27224262
0,27224262
93,27224262
109,27224262
0,27224262
0,27224262
204,27224262
0,27224262
632,27224262
0,27224262
0,27224262
0,27224262
314,27224262
27,27224262
46,27224262
107,27224262
95,27224262
0,27224262
0,27224262
328,27224262
42,27224262
0,27224262
0,27224262
265,27224262
0,27224262
0,27224262
0,27224262
0,27224262
211,27224262
0,27224262
124,27224262
56,27224262
0,27224262
71,27224262
145,27224262
113,27224262
0,27224262
0,27224262
252,27224262
125,27224262
0,27224262
0,27224262
0,27224262
428,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
571,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
488,27224262
0,27224262
0,27224262
0,27224262
674,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
1607,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
696,27224262
0,27224262
0,27224262
0,27224262
1081,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
704,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
1651,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
1965,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
1080,27224262
0,27224262
0,27224262
3828,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
7047,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
9668,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
4394,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
3078,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
1189,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
6252,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
2696,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
2483,27224262
0,27224262
0,27224262
304,27224262
0,27224262
0,27224262
0,27224262
0,27224262
249,27224262
0,27224262
0,27224262
947,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
975,27224262
0,27224262
0,27224262
186,27224262
0,27224262
0,27224262
0,27224262
0,27224262
238,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
159,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
371,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
609,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
404,27224262
132,27224262
0,27224262
0,27224262
61,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
390,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
971,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
785,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
1204,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
6889,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
3096,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
3003,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
1887,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
2210,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
1849,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
1371,27224262
471,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
604,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
354,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
401,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
113,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
364,27224262
0,27224262
384,27224262
41,27224262
0,27224262
0,27224262
225,27224262
0,27224262
691,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
299,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
4447,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
2605,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
958,27224262
0,27224262
0,27224262
0,27224262
999,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
432,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
133,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
82,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
0,27224262
2,38067913
1,38067913
0,38067913
0,38067913
0,38067913
1,38067913
0,38067913
0,38067913
0,38067913
0,38067913
0,38067913
0,38067913
1,38067913
1,38067913
0,38067913
2,38067913
0,38067913
0,38067913
1,38067913
0,38067913
0,38067913
0,38067913
0,38067913
0,38067913
0,38067913
1,38067913
0,38067913
0,38067913
1,38067913
2,38067913
1,38067913
1,38067913
1,38067913
3,38067913
1,38067913
2,38067913
6,38067913
5,38067913
5,38067913
7,38067913
6,38067913
8,38067913
12,38067913
19,38067913
8,38067913
22,38067913
24,38067913
21,38067913
63,38067913
61,38067913
97,38067913
67,38067913
96,38067913
151,38067913
154,38067913
243,38067913
252,38067913
343,38067913
503,38067913
456,38067913
646,38067913
699,38067913
573,38067913
942,38067913
869,38067913
930,38067913
936,38067913
1232,38067913
1233,38067913
1312,38067913
1719,38067913
1342,38067913
1326,38067913
1189,38067913
1501,38067913
1388,38067913
1232,38067913
1380,38067913
1148,38067913
1376,38067913
1342,38067913
1797,38067913
1689,38067913
1747,38067913
1766,38067913
2126,38067913
1527,38067913
1700,38067913
1712,38067913
1590,38067913
1845,38067913
1809,38067913
1640,38067913
1582,38067913
1211,38067913
1656,38067913
1523,38067913
1689,38067913
1639,38067913
1811,38067913
1356,38067913
1259,38067913
1376,38067913
1395,38067913
1516,38067913
1272,38067913
1200,38067913
1146,38067913
1038,38067913
1024,38067913
1117,38067913
1227,38067913
1110,38067913
1270,38067913
1155,38067913
1208,38067913
1086,38067913
1002,38067913
1256,38067913
1115,38067913
1090,38067913
907,38067913
953,38067913
964,38067913
767,38067913
885,38067913
787,38067913
1069,38067913
762,38067913
730,38067913
796,38067913
627,38067913
682,38067913
582,38067913
527,38067913
524,38067913
412,38067913
451,38067913
434,38067913
490,38067913
412,38067913
461,38067913
341,38067913
302,38067913
377,38067913
359,38067913
388,38067913
406,38067913
388,38067913
315,38067913
308,38067913
355,38067913
318,38067913
320,38067913
294,38067913
327,38067913
402,38067913
313,38067913
296,38067913
334,38067913
222,38067913
349,38067913
318,38067913
228,38067913
157,38067913
352,38067913
313,38067913
321,38067913
334,38067913
348,38067913
240,38067913
214,38067913
542,38067913
426,38067913
406,38067913
482,38067913
529,38067913
384,38067913
253,38067913
795,38067913
460,38067913
382,38067913
736,38067913
437,38067913
336,38067913
307,38067913
631,38067913
377,38067913
501,38067913
446,38067913
452,38067913
254,38067913
184,38067913
267,38067913
689,38067913
358,38067913
333,38067913
442,38067913
239,38067913
223,38067913
583,38067913
362,38067913
333,38067913
494,38067913
412,38067913
210,38067913
175,38067913
204,38067913
903,38067913
355,38067913
246,38067913
705,38067913
203,38067913
263,38067913
741,38067913
371,38067913
484,38067913
475,38067913
562,38067913
327,38067913
278,38067913
1033,38067913
537,38067913
567,38067913
652,38067913
638,38067913
380,38067913
431,38067913
417,38067913
1478,38067913
506,38067913
982,38067913
815,38067913
639,38067913
576,38067913
1329,38067913
930,38067913
1004,38067913
1115,38067913
1281,38067913
966,38067913
934,38067913
1680,38067913
1213,38067913
1425,38067913
1430,38067913
1794,38067913
1633,38067913
1458,38067913
2203,38067913
1932,38067913
2021,38067913
1884,38067913
2167,38067913
1761,38067913
1661,38067913
2419,38067913
2159,38067913
2108,38067913
2402,38067913
2455,38067913
1754,38067913
1897,38067913
1525,38067913
3470,38067913
2539,38067913
2493,38067913
2440,38067913
1783,38067913
1933,38067913
3141,38067913
2478,38067913
2658,38067913
2548,38067913
3105,38067913
2014,38067913
1930,38067913
4230,38067913
2749,38067913
2876,38067913
2956,38067913
3427,38067913
2322,38067913
2517,38067913
3304,38067913
4721,38067913
2859,38067913
4040,38067913
4809,38067913
4230,38067913
3952,38067913
4891,38067913
4641,38067913
4120,38067913
5491,38067913
4864,38067913
4285,38067913
4105,38067913
5818,38067913
4423,38067913
4714,38067913
5015,38067913
5073,38067913
4829,38067913
4634,38067913
6772,38067913
5430,38067913
5645,38067913
5862,38067913
5869,38067913
5584,38067913
5453,38067913
7674,38067913
5800,38067913
6368,38067913
6529,38067913
6823,38067913
6183,38067913
5931,38067913
7815,38067913
6261,38067913
6364,38067913
6564,38067913
7018,38067913
6174,38067913
5992,38067913
8545,38067913
6352,38067913
6818,38067913
7385,38067913
7194,38067913
6173,38067913
6069,38067913
7628,38067913
6524,38067913
6689,38067913
6353,38067913
5924,38067913
5377,38067913
5544,38067913
6270,38067913
9405,38067913
7714,38067913
6995,38067913
6333,38067913
5814,38067913
9625,38067913
9717,38067913
7528,38067913
8911,38067913
9231,38067913
8890,38067913
6890,38067913
6404,38067913
7420,38067913
6803,38067913
7091,38067913
7019,38067913
6949,38067913
5801,38067913
4881,38067913
6045,38067913
5317,38067913
5837,38067913
5842,38067913
5668,38067913
4302,38067913
3940,38067913
5352,38067913
4364,38067913
4451,38067913
4644,38067913
4692,38067913
3703,38067913
3203,38067913
4011,38067913
3630,38067913
3601,38067913
3929,38067913
3964,38067913
2971,38067913
2578,38067913
3508,38067913
2947,38067913
3609,38067913
3376,38067913
3310,38067913
2521,38067913
2210,38067913
1968,38067913
3978,38067913
2861,38067913
3450,38067913
3145,38067913
2573,38067913
2408,38067913
3575,38067913
3023,38067913
3059,38067913
3153,38067913
3115,38067913
2502,38067913
2137,38067913
3511,38067913
3054,38067913
2952,38067913
3239,38067913
3315,38067913
2654,38067913
2369,38067913
3766,38067913
3031,38067913
3210,38067913
3438,38067913
3771,38067913
2816,38067913
2403,38067913
3885,38067913
3478,38067913
3630,38067913
3927,38067913
4347,38067913
3319,38067913
3107,38067913
5087,38067913
4044,38067913
4997,38067913
5167,38067913
5611,38067913
4122,38067913
4028,38067913
6609,38067913
5234,38067913
6518,38067913
6354,38067913
4619,38067913
5962,38067913
4381,38067913
7515,38067913
11181,38067913
8156,38067913
8875,38067913
9193,38067913
7965,38067913
7186,38067913
10370,38067913
8196,38067913
9364,38067913
9756,38067913
8268,38067913
7825,38067913
7194,38067913
9604,38067913
7903,38067913
8216,38067913
9033,38067913
8226,38067913
7184,38067913
6601,38067913
8646,38067913
7503,38067913
8269,38067913
8358,38067913
7966,38067913
7766,38067913
6138,38067913
8316,38067913
6901,38067913
7719,38067913
8083,38067913
7746,38067913
6479,38067913
5535,38067913
6941,38067913
6082,38067913
6614,38067913
6352,38067913
6006,38067913
4793,38067913
4269,38067913
4996,38067913
4377,38067913
4990,38067913
4478,38067913
4471,38067913
3432,38067913
2831,38067913
2373,38067913
3497,38067913
2851,38067913
3026,38067913
2944,38067913
2348,38067913
1852,38067913
2350,38067913
1829,38067913
2196,38067913
2155,38067913
1813,38067913
1501,38067913
1188,38067913
1463,38067913
1374,38067913
1573,38067913
1438,38067913
1349,38067913
1162,38067913
922,38067913
1052,38067913
970,38067913
1018,38067913
1098,38067913
989,38067913
743,38067913
619,38067913
684,38067913
652,38067913
709,38067913
708,38067913
638,38067913
520,38067913
403,38067913
712,38067913
628,38067913
550,38067913
276,38067913
656,38067913
385,38067913
293,38067913
573,38067913
405,38067913
560,38067913
523,38067913
534,38067913
347,38067913
269,38067913
454,38067913
365,38067913
324,38067913
447,38067913
366,38067913
347,38067913
291,38067913
565,38067913
355,38067913
538,38067913
394,38067913
595,38067913
374,38067913
294,38067913
944,38067913
594,38067913
843,38067913
931,38067913
905,38067913
472,38067913
380,38067913
336,38067913
2029,38067913
1094,38067913
1590,38067913
1625,38067913
719,38067913
729,38067913
2857,38067913
1416,38067913
2080,38067913
2162,38067913
2438,38067913
1072,38067913
927,38067913
3904,38067913
1989,38067913
2587,38067913
2911,38067913
3058,38067913
1435,38067913
1191,38067913
4831,38067913
2476,38067913
3474,38067913
3562,38067913
3755,38067913
1671,38067913
1434,38067913
6442,38067913
3149,38067913
4005,38067913
4057,38067913
4228,38067913
1700,38067913
1801,38067913
1504,38067913
9072,38067913
3937,38067913
4253,38067913
4651,38067913
1100,38067913
2793,38067913
8746,38067913
4248,38067913
4457,38067913
4666,38067913
5021,38067913
1998,38067913
1817,38067913
8566,38067913
3898,38067913
4128,38067913
4584,38067913
4533,38067913
1217,38067913
1112,38067913
10900,38067913
3627,38067913
4409,38067913
3708,38067913
5287,38067913
1787,38067913
1464,38067913
8000,38067913
2886,38067913
3835,38067913
4144,38067913
4108,38067913
1710,38067913
1569,38067913
1378,38067913
7119,38067913
2677,38067913
3349,38067913
3426,38067913
1577,38067913
1292,38067913
5431,38067913
2265,38067913
2804,38067913
2853,38067913
2581,38067913
1755,38067913
1496,38067913
3357,38067913
1807,38067913
2650,38067913
2648,38067913
2534,38067913
1788,38067913
1563,38067913
3003,38067913
1953,38067913
2398,38067913
2680,38067913
2570,38067913
1432,38067913
1233,38067913
4543,38067913
2482,38067913
2728,38067913
1618,38067913
3878,38067913
1445,38067913
1301,38067913
4026,38067913
2107,38067913
2609,38067913
2842,38067913
2759,38067913
1862,38067913
1470,38067913
4165,38067913
2378,38067913
2797,38067913
4397,38067913
3025,38067913
2202,38067913
1734,38067913
3774,38067913
2618,38067913
3414,38067913
3385,38067913
3637,38067913
2622,38067913
2310,38067913
4680,38067913
3262,38067913
3938,38067913
4515,38067913
3085,38067913
5743,38067913
3531,38067913
6103,38067913
5240,38067913
7181,38067913
7924,38067913
10017,38067913
8281,38067913
8409,38067913
15450,38067913
14141,38067913
18900,38067913
25965,38067913
25184,38067913
19026,38067913
18174,38067913
22031,38067913
27891,38067913
55611,38067913
42954,38067913
42505,38067913
33001,38067913
29522,38067913
37229,38067913
49267,38067913
39919,38067913
41879,38067913
45491,38067913
28620,38067913
25905,38067913
58934,38067913
33157,38067913
34873,38067913
31587,38067913
40510,38067913
17833,38067913
14893,38067913
42105,38067913
20864,38067913
23472,38067913
22966,38067913
21193,38067913
13500,38067913
4907,38067913
18881,38067913
30242,38067913
7175,38067913
28879,38067913
16539,38067913
8228,38067913
7080,38067913
21699,38067913
11937,38067913
15352,38067913
13172,38067913
13098,38067913
6401,38067913
5293,38067913
16382,38067913
10040,38067913
10325,38067913
10431,38067913
7353,38067913
9600,38067913
3378,38067913
12670,38067913
6456,38067913
7756,38067913
7195,38067913
6747,38067913
3238,38067913
2324,38067913
4087,38067913
7745,38067913
10058,38067913
5474,38067913
8919,38067913
1516,38067913
3328,38067913
8471,38067913
4744,38067913
6279,38067913
7858,38067913
10000,38067913
2728,38067913
2281,38067913
8012,38067913
4862,38067913
7276,38067913
4927,38067913
8738,38067913
1089,38067913
1,561901
2,561901
0,561901
0,561901
0,561901
1,561901
0,561901
1,561901
0,561901
1,561901
0,561901
0,561901
0,561901
0,561901
0,561901
1,561901
0,561901
0,561901
0,561901
0,561901
0,561901
0,561901
1,561901
0,561901
2,561901
1,561901
45,561901
0,561901
0,561901
2,561901
3,561901
6,561901
1,561901
5,561901
9,561901
6,561901
2,561901
16,561901
3,561901
5,561901
0,561901
7,561901
1,561901
30,561901
13,561901
10,561901
11,561901
5,561901
27,561901
12,561901
6,561901
10,561901
14,561901
7,561901
22,561901
26,561901
11,561901
2,561901
0,561901
0,561901
7,561901
14,561901
7,561901
6,561901
9,561901
9,561901
10,561901
0,561901
0,561901
0,561901
15,561901
16,561901
14,561901
23,561901
8,561901
11,561901
25,561901
34,561901
6,561901
12,561901
13,561901
18,561901
30,561901
42,561901
40,561901
29,561901
24,561901
10,561901
21,561901
11,561901
31,561901
25,561901
15,561901
27,561901
54,561901
38,561901
17,561901
4,561901
24,561901
64,561901
64,561901
10,561901
62,561901
40,561901
34,561901
81,561901
39,561901
30,561901
12,561901
36,561901
43,561901
10,561901
39,561901
32,561901
0,561901
75,561901
24,561901
58,561901
114,561901
45,561901
75,561901
31,561901
26,561901
36,561901
47,561901
36,561901
30,561901
38,561901
49,561901
21,561901
26,561901
19,561901
45,561901
33,561901
29,561901
67,561901
36,561901
48,561901
58,561901
45,561901
46,561901
55,561901
23,561901
25,561901
37,561901
80,561901
73,561901
63,561901
27,561901
16,561901
24,561901
50,561901
68,561901
47,561901
44,561901
43,561901
54,561901
23,561901
36,561901
62,561901
69,561901
46,561901
33,561901
74,561901
32,561901
86,561901
78,561901
77,561901
75,561901
75,561901
55,561901
28,561901
42,561901
73,561901
84,561901
94,561901
60,561901
102,561901
26,561901
65,561901
74,561901
85,561901
78,561901
45,561901
71,561901
24,561901
56,561901
75,561901
67,561901
149,561901
73,561901
70,561901
46,561901
83,561901
124,561901
102,561901
79,561901
91,561901
64,561901
73,561901
85,561901
106,561901
93,561901
92,561901
104,561901
159,561901
83,561901
99,561901
117,561901
73,561901
82,561901
112,561901
114,561901
48,561901
101,561901
132,561901
89,561901
76,561901
124,561901
74,561901
27,561901
49,561901
76,561901
55,561901
91,561901
99,561901
55,561901
34,561901
62,561901
109,561901
